original_uri,author,text,uri
at://did:plc:vjfdasv4ih34nmfxkit4obeo/app.bsky.feed.post/3m5lysb464226,jhshelley.bsky.social,"#Speirgorm

So if the Pro-Cathederal is no longer.
Does that imply there'll soon be a continuity-Cathedral whilst people look back on the Old-Cathedral ? 

Drama in church ⛪",at://did:plc:vjfdasv4ih34nmfxkit4obeo/app.bsky.feed.post/3m5lysb464226
at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5lxmagk4s2w,orla-hegarty.bsky.social,"“as incomes catch up, houses will become more affordable” - TCD Economist Barra Roantree on RTE Primetime 

..I’m not an economist, but wanting wage inflation in order to put more money into housing, & damaging Ireland’s competitiveness in the process? Very high risk & very unnecessary  #Speirgorm",at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5lxmagk4s2w
at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m5lvzk55mc2j,hazelklarkin.bsky.social,"It's desperate, isn't it? I'm so grateful to have a roof over my head and a warm home. #SpéirGorm #WhatTheFluich #SpéirLiath",at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m5lvzk55mc2j
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5luknfqlk2b,shazbear.bsky.social,"Wtf is it with electric prices here? 😡My latest bill just gave me horrible nostalgia of Pandemic prices. It's €50 a month more for the same amount of usage & in tiny print it says ""Due to wholesale energy & network price charges, we've regrettably increased our elec prices from 12 Oct"" #SpeirGorm ⚡",at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5luknfqlk2b
at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5lufomrrc2x,electionlit.bsky.social,Might be of help today..  #speirgorm,at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5lufomrrc2x
at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5ltpxgfy22y,rebelalliance77.bsky.social,Is there a reason we can’t just have Christchurch back? It was a Catholic cathedral from the foundation stone up and for hundreds of years&taken over during the reformation under severely dubious circumstances. Surely if we just asked them nicely? I mean they took St Patrick’s too like #Speirgorm,at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5ltpxgfy22y
at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m5ls32dld22i,pnamblath.bsky.social,"🌧️🌧️🌧️🌂 More on the way #báisteach
#speirgorm
youtu.be/lRmJZIQfjbo?...",at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m5ls32dld22i
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5lrnpeuc22h,321kieran.bsky.social,"📢Listen back NOW to Dublin's #AnamoeDrive all about their great new album!

🎧Also check out great chats with @maykay.bsky.social , #Cabl & @davidsanclair.bsky.social, @niallbreslin.bsky.social, @asmythmusic.bsky.social. @richiejape.bsky.social, & more!

▶️ www.nova.ie/podcast/the-... #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5lrnpeuc22h
at://did:plc:fs625ovzqs2tosutroj2lfvz/app.bsky.feed.post/3m5lqps73x22q,susangriff.bsky.social,"Today is the *first anniversary* of me joining Bluesky.🎉 My first post on 14th Nov '24 was a pic of my ""smiley"" doggo, and me saying ""happy to be here"". I'm still happy to be here, and thankful for the communities discovered (special mention : #speirgorm), and for all the interactions along the way.",at://did:plc:fs625ovzqs2tosutroj2lfvz/app.bsky.feed.post/3m5lqps73x22q
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5lqdwzjjs2u,jenniferomeara5.bsky.social,"Am I reading this right? He gave her an injection of what was basically sugar and told her it would cure arthritis???
People who are in pain are desperate for relief. People like him are just desperate to get our money. 
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5lqdwzjjs2u
at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5lpmeycrc2n,caroleducky.bsky.social,"‘Open verdict returned in death of woman (83) who used alternative medicine.’

JFC! All that is wrong with ‘natural practitioners’ in one tragic example. 🤬 
jrnl.ie/6874449

#SpeirGorm",at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5lpmeycrc2n
at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5lolhiock2u,lisagrimm.com,"Some painting happening at The Auld Triangle - odd to see it without the mural. Would imagine a new one will appear in due course.

#SpeirGorm",at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5lolhiock2u
at://did:plc:il65euvovepysgitnnxtyghe/app.bsky.feed.post/3m5lnpefjkc2q,claireissimo.bsky.social,#TicketFairy #SpeirGorm #SpéirGhorm,at://did:plc:il65euvovepysgitnnxtyghe/app.bsky.feed.post/3m5lnpefjkc2q
at://did:plc:kdfjolyplxr4ope2ssfuosck/app.bsky.feed.post/3m5llzr3sts2y,eointf.bsky.social,Seems like the trimmings on the RadWagon cargo bike were perhaps not designed with the Irish climate in mind. #bikesky #speirgorm,at://did:plc:kdfjolyplxr4ope2ssfuosck/app.bsky.feed.post/3m5llzr3sts2y
at://did:plc:fp3kfdvjyskh74nzp74bwcah/app.bsky.feed.post/3m5let2sxoc2f,nordaltsee.bsky.social,Soundabout - I love it #SpeirGorm,at://did:plc:fp3kfdvjyskh74nzp74bwcah/app.bsky.feed.post/3m5let2sxoc2f
at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5lbhahmlk25,stivvers.bsky.social,"#seafóid1047 14 Samhain
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩⬜🟩
🟩⬛⬜⬛⬜
🟩🟩🟩🟩🟩
Teip ann inniu 😤

#Gaeilge #Cluichí #Seafóid #speirgorm 

seafóid.com - seafoid.com",at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5lbhahmlk25
at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5l3xjmycs27,lokideburca.bsky.social,"Morning, still can't believe voting for Catherine Connolly would end in a 2-0 win over Portugal(with added Ronaldo red card bonus) but here we are. 
#Ireland #Speirgorm #football #footie",at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5l3xjmycs27
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5l3g3y74c2s,rdisc0mb0bulate.bsky.social,"Good morning, #SpeirGorm

TFIF!",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5l3g3y74c2s
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5kzajd7fs2v,ainekeenan.bsky.social,"Ya douse an souse
Ya rub and scrub
Ya sputter and splash
all over the tub
You may be cold and wet
when you're done
But ya gotta admit
it's good clean fun

Snow White, 20th century

#Photography #Poetry #SpeirGorm #StreetPhotography #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5kzajd7fs2v
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5kngfkckk2s,jenniferomeara5.bsky.social,"The flights to Hungary just got VERY expensive. 
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5kngfkckk2s
at://did:plc:367j7vu5r3gmfjoecplnrhvb/app.bsky.feed.post/3m5kalsayrc2z,mairenimhordha.bsky.social,"On a day that saw our govt publish a housing strategy with no targets, benefiting business interests, CATU Meath were out knocking on doors talking to people about housing issues. We are all stronger together, and when we work together we can do so much than on our own.  
catuireland.org #spéirgorm",at://did:plc:367j7vu5r3gmfjoecplnrhvb/app.bsky.feed.post/3m5kalsayrc2z
at://did:plc:aa5wpvxhuwxxznbdy4rsay2e/app.bsky.feed.post/3m5k7y2b5ok2m,elaineedwards.bsky.social,"In the year of our lord 2025, a hotel does not have any sockets beside the bed #Speirgorm",at://did:plc:aa5wpvxhuwxxznbdy4rsay2e/app.bsky.feed.post/3m5k7y2b5ok2m
at://did:plc:k2qphz4i7ioibek2iaqmdwwi/app.bsky.feed.post/3m5k7rny45223,bikesnbukes.bsky.social,"Too many American folk in my feed tonight and not enough exultant Irish nonsense. We should really follow the lead of  @rude1.blacksky.team and develop a  #speirgorm community.  Curated feeds only get you so far. And by all accounts, the tools Blacksky developed do help a healthy online community.",at://did:plc:k2qphz4i7ioibek2iaqmdwwi/app.bsky.feed.post/3m5k7rny45223
at://did:plc:6nsn4i44ao5n74hprn6xbkru/app.bsky.feed.post/3m5k6osnrcs25,fcemurphy.bsky.social,"Live reporting from Lansdowne Rd

#COYBIG #Speirgorm #coybig #Ireland",at://did:plc:6nsn4i44ao5n74hprn6xbkru/app.bsky.feed.post/3m5k6osnrcs25
at://did:plc:pdendcplixw4gxmn7ubv3dnd/app.bsky.feed.post/3m5k53sj7tk2y,meltyshirts.com,"Win the 2026 World Cup you say? 🤔

☘️ #IREPOR #COYBIG #Speirgorm",at://did:plc:pdendcplixw4gxmn7ubv3dnd/app.bsky.feed.post/3m5k53sj7tk2y
at://did:plc:wjnzr7ir5xhc6wrxtef7nyhx/app.bsky.feed.post/3m5k4w6m6as2k,wizball50.bsky.social,"A sensational, famous, folklore-entering win for Ireland tonight: two goals for Parrott, a clean sheet for Kelleher and a red card for Ronaldo. I'll drink to that! 

#COYBIG ✊ 

#IREPOR #Redsky #speirgorm",at://did:plc:wjnzr7ir5xhc6wrxtef7nyhx/app.bsky.feed.post/3m5k4w6m6as2k
at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5k3pez4p22c,lokideburca.bsky.social,"Lookit...I'm just sayin...just doesn't feel like a coincidence is all.
#COYBIG #Ireland #Leftie #Speirgorm #VoteLeft",at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5k3pez4p22c
at://did:plc:dui7zffzvyy7fhoms4c6jzz3/app.bsky.feed.post/3m5k2nhb25k23,patchotoole.bsky.social,"Holy moly, feels like he's been around longer than Coleman. #SpeirGorm",at://did:plc:dui7zffzvyy7fhoms4c6jzz3/app.bsky.feed.post/3m5k2nhb25k23
at://did:plc:fs625ovzqs2tosutroj2lfvz/app.bsky.feed.post/3m5k24awaas2l,susangriff.bsky.social,"It is a nice emoji, 🦜,  isn't it?! Irish Bluesky (#speirgorm) at the moment is like Hitchcock's ""The Birds"" there's so many 🦜 🦜 😄 #coybig 💚 The boy Troy! 💚
Massive 45 minutes to come 🤞🏿",at://did:plc:fs625ovzqs2tosutroj2lfvz/app.bsky.feed.post/3m5k24awaas2l
at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5jzfz7wvs2i,rebelalliance77.bsky.social,"If this scoreboard stays the same how does the maths work? 

Do we qualify? 
Anyone know? 

#Speirgorm",at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5jzfz7wvs2i
at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5jzaoicxs2i,rebelalliance77.bsky.social,"We’re ALL goin the credit union in the morning!! 
🇮🇪🇮🇪🇮🇪
#IREPOR
#Oleoleoleole
#Speirgorm",at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.feed.post/3m5jzaoicxs2i
at://did:plc:ymhebkmh56zigyqiomogsupn/app.bsky.feed.post/3m5jus7cbls2f,taesaveslives.bsky.social,"Cool beans. My milk price has fallen by 4c/l this month (Oct - we get paid in arrears).
For context that's a fall of 10% to price paid to farmers.
For context last October I got paid 11c/l more or 25%.
And in October 2023 it was 4c/l less than today.
It ain't the farmers profiting here #speirgorm",at://did:plc:ymhebkmh56zigyqiomogsupn/app.bsky.feed.post/3m5jus7cbls2f
at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5jtjbnzyl2b,despod.bsky.social,"The discourse pendulum has moved to Met Éireann not issuing enough warnings. Made by the same people who complained about warnings and ""sure didn't it rain a lot back in 1974 and nobody died (other than the ones who did) ?"".

Thankfully the fearless amateurs are taking up the slack.

#Speirgorm",at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5jtjbnzyl2b
at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5jsbhzwsk2f,siobhanmcelduff.bsky.social,"Thr Brits are at it again. US edition.

#spéirghorm #speirgorm",at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5jsbhzwsk2f
at://did:plc:3mynxmaherbxeaun744qzgmy/app.bsky.feed.post/3m5jjzs65u222,conormolloy.bsky.social,"Marie Donnelly at CCAC and Kevin O'Sullivan call the 🐘out!
(we import and burn €1+m of fossil fuels per hour). 
Irish cars drive 30+% more that EU average 
#SpeirGorm #SUVskam #StopBurningStuff 
www.irishtimes.com/environment/...",at://did:plc:3mynxmaherbxeaun744qzgmy/app.bsky.feed.post/3m5jjzs65u222
at://did:plc:coivdf2u5qxrnlllw73xvoeu/app.bsky.feed.post/3m5jhapi5ec22,angelacoraccio.bsky.social,"Urgent request!!! (not really)

Desperately seeking McIntosh apples literally anywhere in the 32 counties. Please share!
🍎🍏🍎🍏🍎🍏🍎🍏
 #speirgorm #spéirgorm #speirghorm #spéirghorm",at://did:plc:coivdf2u5qxrnlllw73xvoeu/app.bsky.feed.post/3m5jhapi5ec22
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jgx3dgfc2c,robosullivan.bsky.social,"Today I realised just how frequently I've been published in the opinion/letters pages of a few papers, while criticising the government, so I'm formally accepting solicitations for a regular column entitled ""Old Man Yells at Clowns"" #spéirgorm",at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jgx3dgfc2c
at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m5jfwtmwjk2e,allanartist.bsky.social,"Wanna get rid of Covid? Stop counting the cases!
Wanna get rid of the housing crisis? Stop counting the houses! 
#speirgorm",at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m5jfwtmwjk2e
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5jf3v62hk25,darylfeehely.com,"It wasn't perfect, but everyone made life work.

This was without organised racism & anti-immigration sentiment.

This was without politicians like Timmy Dooley repeating far right rhetoric & scapegoating migrants for their failures.

They deserve better & so do we.

Up The Banner.

3/3
#Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5jf3v62hk25
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jeezbu6c23,robosullivan.bsky.social,If you're a Sinn Féin member and you wish to ensure the party takes the correct direction at this vital juncture I encourage you to write to them today asking them to be much more careful in their language and policies regarding immigration. Particularly Matt Carthy. Please. #Spéirgorm,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jeezbu6c23
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jcottt5s23,robosullivan.bsky.social,"My letter in today's Clare Champion calling out the xenophobic dog-whistling from our local TD, Timmy Dooley, as well as Sinn Féin's Matt Carthy. 
Immigrants are not the reason I've struggled to retain housing or buy my own home - Government policies are. Landlords like Timmy Dooley are. #Spéirgorm",at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5jcottt5s23
at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5j7ilfqnc2i,orlanimh.bsky.social,"Yesterday we launched our National Centre for Inclusive Higher Education at Maynooth University! Our key note Professor Penny Jane Burke is an inspiration, as is our director Professor Katriona O'Sullivan! Mercy College choir provided some uplifting music for us. #MaynoothUniversity #SpeirGorm",at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5j7ilfqnc2i
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5j5rnd77c2m,darylfeehely.com,"What gets measured gets managed...ah, ok.

#IrishPol #Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5j5rnd77c2m
at://did:plc:3om2rrmtkdq2qsqjzibiaooo/app.bsky.feed.post/3m5j5diydvc2y,trasinscneach.bsky.social,Might be if interest. Got a response from the department of health today about trans healthcare in Ireland. Apparently the community correspondence has been already done #SpéirGorm #trans #ireland,at://did:plc:3om2rrmtkdq2qsqjzibiaooo/app.bsky.feed.post/3m5j5diydvc2y
at://did:plc:73huo7yhxqkafs2xyr36hqt6/app.bsky.feed.post/3m5j52yksxc24,sarahskeeter.bsky.social,"Left-wing activists moving towards the far-right is a non-negligible thing, but I do want us all to remember that Sinn Féin is primarily a nationalist party, not a left-wing party and lots of its members (and even spokespeople) are not left-wing. At all.
#spéirgorm",at://did:plc:73huo7yhxqkafs2xyr36hqt6/app.bsky.feed.post/3m5j52yksxc24
at://did:plc:6nsn4i44ao5n74hprn6xbkru/app.bsky.feed.post/3m5j4fywurc2p,fcemurphy.bsky.social,This is so beautifully written and very relatable #speirgorm,at://did:plc:6nsn4i44ao5n74hprn6xbkru/app.bsky.feed.post/3m5j4fywurc2p
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5iyqtqows23,robosullivan.bsky.social,"Back in March I wrote about Minister Browne's aversion to targets. Unfortunately it remains relevant today. Specific, measurable, achievable, relevant and timely targets are ESSENTIAL to any goal. A plan without these elements is just a gamble #spéirgorm
www.irishexaminer.com/opinion/your...",at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5iyqtqows23
at://did:plc:ob2jyuguq3mum6pmgxrl7ht2/app.bsky.feed.post/3m5iyix65dk2h,flohoward.bsky.social,"Very sad, this poor lady died without any answers about her missing son. #speirgorm #philipcairns",at://did:plc:ob2jyuguq3mum6pmgxrl7ht2/app.bsky.feed.post/3m5iyix65dk2h
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5iy55w5ms2q,martinamorrow.bsky.social,The Waitrose Christmas Ad is my absolute favourite ever! Joe Wilkinson & Kiera Knightly in a romance - very funny and still nice #speirgorm,at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5iy55w5ms2q
at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5ixqlx7ek2s,andyscollick.bsky.social,"In #Ireland, the ""Emerald Isle"", we pretend to be green. We trade on that image. Just ask a tourist. In reality, we continue to pollute the atmosphere and change the climate more than our fair share. All for greed and profit. We are anything but ""neutral"". We are hypocrites. #spéirghorm #spéirgorm",at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5ixqlx7ek2s
at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5isqejnwc2s,ciaraioch.bsky.social,"Last year's Christmas cards will also be restocked, and can be ordered at the link (will also begin to ship towards the end of November) www.ciaraioch.com/artprints/p/...",at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5isqejnwc2s
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5islfa4tc2u,ainekeenan.bsky.social,"England's not the mythical land
of Madame George and roses
It's the home of police who
kill blacks boys on mopeds ...

Sinéad O'Connor, 21st century

#Photography #Poetry #SpeirGorm #UrbanGaze #ArtChallenges #StreetPhotography #India #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5islfa4tc2u
at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5isfklayk2s,ciaraioch.bsky.social,"An Cailleach brings the winter 🌬️

The mythological figure in Irish, Scottish, and Manx tradition who summons winter, and is associated with storms, reshaping the landscape, and horned beasts like deer. She defies convention and is a force for regeneration.

Prints: www.ciaraioch.com/artprints/p/...",at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5isfklayk2s
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5is5zbo6c25,drmarymcauliffe.bsky.social,"‘They surround our car’: Families at Citywest IPAS centre tell of ongoing ‘harassment’ People fleeing war, poverty, insecurity are being abused daily by local racist gobsh*tes, desecrating the tricolour as they harass women, children & men. Shameful! #speirgorm 

www.irishtimes.com/ireland/2025...",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5is5zbo6c25
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5ilogame22r,martinamorrow.bsky.social,Is anybody watching Trespasses on Channel 4? It’s about a Catholic girl in the troubles falling in love with a Protestant Barrister and it’s so good!  #speirgorm,at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5ilogame22r
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5il6t3ipc2l,rdisc0mb0bulate.bsky.social,"Good morning, #SpeirGorm

Has the rain stopped?",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5il6t3ipc2l
at://did:plc:r7oxqtkfjczoyxqtrraaxt5b/app.bsky.feed.post/3m5i2xhu3wk2d,alanmccarthy.bsky.social,"HOLY MOLY!!! 🤯😍.. The “AMAZINGLY
 SPECTACULAR” #AuroraBorealis / #NorthernLights (Also visible to the naked eye too..) danced over Courtmacsherry areas in West Cork, #Ireland on 12th  November 2025!! 🤩🥰📸🌠🌌💥🌊✨❤️ #aurora #astronomy #photo #photography #bluesky #speirgorm #art #nature #weather #Colours",at://did:plc:r7oxqtkfjczoyxqtrraaxt5b/app.bsky.feed.post/3m5i2xhu3wk2d
